,nickname,created,review
3836,혜정,2020.08.08 01:11,"참...여기서까지 대깨문소릴...
좋은강의대서사시를들었습니다...
감사를표합니다."
3837,홍정태,2020.08.08 00:13,"오디오 북의 매력을 이 책을 통해 알게되었어요 출퇴근 하면서도, 출근 준비하면서도 쏙쏙 잘 들어오는 목소리와 감동적인 내용으로 주위분들에게 같이 듣자고 많이 했어요 역사의 쓸모!! 많은 하겠습니다 "
3838,점씨아저씨,2020.08.07 22:16,정말 재미있게 들었습니다. 뻔한 이야기인듯 들리지만 새롭게 마음을 가다듬게 하네요. 나도 남은 일생을 더 바른 길로 충실히 살아갈수 있게 되기 위해 한번 더 힘을 내어봅니다.
3839,Gidae Yeo,2020.08.07 08:44,꼭 읽어 보면 좋겠습니다. 
3840,이유리,2020.08.06 09:10,스토리텔링이 너무 좋아 감탄하면서 들었습니다. 추천합니다. 
3841,ju,2020.08.06 02:15,결국 책을 사게 하네요♡ 최고입니다
3842,hj agnes,2020.08.06 01:50,좋은책 듣기만은 아깝네요.  소장가치있어요.^^
3843,,2020.08.05 21:08,그냥 읽던 위인전과역사책들과 달리 귀에 쏙쏙 마음의 울림도..정말 잘 들었습니다. 요즘 코로나며 뭐며...어려운 때 마음가짐을 다시 하게 되네요. 길잡이가 되어 주어 고맙습니다!
3844,queen,2020.08.05 13:10,"젤재밌어요  유익하고 교훈도 새기게되고
최태성님의 다른책도 기대만빵이네요"
3845,변민수,2020.08.05 05:29,잘들었습니다 
3846,황정애,2020.08.01 18:05,"아까워요~
듣기만은~ ㅋ
책도 사고싶어져요

듣는독서의 아쉬움에 건의를 드려요
중간중간 메모하거나 체크를 해놓고 그부분만 다시볼수는 없을까요

역사의 쓸모
큰별쌤 최태성쌤
역시 인성도 큰별!!"
3847,이경진,2020.08.01 16:37,굿
3848,이하나,2020.07.31 12:30,처음부터 끝까지 즐겁게 들었어요.아주 유익한 도서입니다ㅎ!!
3849,김윤주(김후영 맘),2020.07.31 09:50,"참 좋네요! 아무개일뿐인 나도 역사의 일부분이라는 것, 오늘을 신중히 살아야겠다는 생각이 듭니다"
3850,김구경,2020.07.31 00:51,오 괜히 베스트셀러가 아니네요 너무 잘 들었습니다!!
3851,Hortensia / 단비 。,2020.07.31 00:29,실물책도 구매하고 싶어졌어요ㅠㅠ
3852,"이건예(재서,재율맘)",2020.07.30 18:24,우리 아이에게 권하고 싶은 책 입니다
3853,Hongeun Choi,2020.07.29 19:46,정말 추천합니다
3854,김현진,2020.07.28 23:55,같은생각 같은마음 같음느낌 기분좋은 책입니다
3855,김정임,2020.07.28 21:42,너무 좋은 책입니다.
3856,Christine,2020.07.28 21:34,오디오북에 이렇게 집중했던 적은 없었던 것 같아요 여기저기 추천하고 다녀요
3857,도지현,2020.07.28 18:01,너무재밌어 시간가는줄모르고 들었네요
3858,임윤희,2020.07.28 12:55,"여러번 들을것 같습니다.
가슴깊이 새겨야 하는데 한번으로 안될듯 하네요"
3859,김동호,2020.07.28 07:46,역사를 통한 삶의 지혜를 알려주셔서 감사합니다. 
3860,이미숙~ ♡,2020.07.27 20:47,역사분야가 이렇게 재미있는줄 이책을 통해서 이제사 알았습니다.
3861,이재아,2020.07.27 13:12,"적어두고 싶은 내용이 정말 많아요!
그동안 알고있던 역사도 살짝 틀어서 새롭게 볼수있는 관점을 제시해주기도 하고, 모르고 있던 역사도 알게되어 참 유익합니다. 역사를 통해 삶을 마주하는 자세를 다시 생각해볼수 있게 해주는 점이 기대이상으로 깊게 와닿습니다. 감사합니다"
3862,김광수,2020.07.27 09:33,생각을 많이 하게 해준 내용이었습니다!
3863,박인선 ,2020.07.26 13:08, 원래 오디오북을 좋아해서 언제나 듣는 도서어플의 책 듣기 기능으로 책을 들으면서 왜 아마존의 AUDIBLE  어플처럼 성우가 읽어주는 오디오북 어플은 없는지 아쉬웠는데 윌라 너무 좋아요. 토요일 점심때 시작해서 반나절만에 다 들었어요. 내용 너무 좋아요. 역사를 보며 나를 돌아보게 합니다.
3864,미나,2020.07.25 21:20,선생님이 알려주신 역사를 통해 삶의 의미를 되새겨보게 됩니다 좋아요
3865,오뚜기,2020.07.24 16:32,진정한 역사선생님을 만났네요~  역사수업뿐만 아니라 역사적내용을 바탕으로 삶의 지혜와 교훈까지 얻을수있는 큰별선생님의 책을 만나게되어 기쁩니다~
3866,예린예원맘,2020.07.24 13:52,정말 감사합니다...종이책으로 먼저 읽었었는데 기억이 너무 좋아서 오디오북으로 다시 들었더니 성우분  낭독이 좋아서 그런지 듣다가 여러번 울컥 했어요...
3867,유효범,2020.07.24 07:19,"1달이 채 안되었는데 4권째 듣고 있습니다
좋았습니다
계속해볼 생각입니다"
3868,이재민,2020.07.23 10:23,"진짜 2탄 기대해봅니다
최고"
3869,주현상,2020.07.22 21:52,최고이십니다 
3870,유니♡,2020.07.22 13:22,너무 보고싶었던책 책~! 2탄도 나왔으면 좋겠어요~ 내용은 물론 성우분 목소리도 좋은데 다른오디오북보다 사운드가 너무 작아요.. 최대볼륨으로해도 소리가 좀 작네요~
3871,이금란,2020.07.22 11:03,정말 좋은책 성우님의 낭독 최고
3872,한지원,2020.11.30 18:08,재밌게 들었어요.
3873,손해사정사 이민규,2020.10.15 08:41,"이정도면 됐지라는 생각을 하고 있었는데
이책을 읽고 생각을 다시 하게 됐습니다"
3874,라승현,2020.10.02 07:10,감사합니다 
3875,윤아♡지예,2020.09.20 20:49,너무 좋았어요 
3876,SOPHIA SHIN,2020.09.15 07:52,실질적인 예시가 가득있으면 간접경험으로 오는 크기가 클텐데 계속 같은말의 반복으로 들리네요..별루..추천안합니다
3877,강영숙,2020.09.11 18:35,도움 많이 되고 유익합니다
3878,설아,2020.09.05 21:54," 두리뭉실, 다들아는얘기, 저잘났어요"
3879,최용규,2020.09.01 21:27,두루뭉술
3880,윤현진,2020.08.31 08:09,자막필요합니다
3881,주현상,2020.08.26 20:25,다시 읽어보고 싶은 책입니다 
3882,이효석,2020.08.26 19:08,"자막도 있으면 좋겠고, 되돌리기,초기화등 기본적인 오디오 기능이없어서 매번 다시 마우스로 움직이는데 불편합니다."
3883,최재홍,2020.08.26 14:24,많이 배웠습니다.
3884,,2020.08.24 21:17,"직접 녹음해서 정말좋아요
바쁜세상 누군가 책읽어주기는 판타닉합니딘"
3885,양광순,2020.08.24 15:22,그림있는 페이지를 볼수있으면 좋겠어요.
3886,정지현,2020.08.23 18:44,저도요.자막이있어서글로도보면좋겠어요.바램
3887,임지은,2020.08.22 20:09,자막도 있으면 좋겠어요
3888,화영(Wendy),2020.08.20 16:30,음
3889,오선혜,2020.08.19 23:42,hhiviiiiiiii9hxj99iㅌ hhiviiiiiiii9hxj99iㅌ 
3890,김수연,2020.08.18 23:03,자막 제공됐으면 좋겠네요..
3891,Jake,2020.08.17 10:29,최근들었던 오디오 북 중 최고입니다. 정말 감사합니다 
3892,쭌스,2020.11.27 13:32,"주식투자만 강조, 반복"
3893,Steve Kim,2020.11.26 08:13,주식과 투자에 대한 개념을 새롭게 하는 부분에서는 참 좋습니다. 조금더 구체적인 방향을 보여줬으면 더 좋았을 거 같네요
3894,한수홍,2020.11.23 21:58,주식에 대해서 다른 방식으로 보게되었습니다. 좋은 내용 전달 된거 같아 기쁩니다.
3895,서정예,2020.11.23 18:11,넘넘 유익합니다  강추
3896,頓悟漸修.강경화,2020.11.15 07:25,어려서부터 교육시키면 좋을꺼 같아요~~
3897,전우석,2020.11.14 20:38,전체적 내용은 공감하나.. 우리나라 주식시장의 현실을 반영하지 못하고.. 같은 말 반복하여 세뇌 당하는 느낌
3898,장진희,2020.11.12 01:24,Good.
3899,나라부동산 김양자,2020.11.11 10:35,주식 장기 투자... 어디다 할까나...고민이네요~~
3900,이상협,2020.11.09 07:42,경제에 관심을 갖게해준 것 만으로도 큰역할을 하셨다고 봅니다. 아버지랑의 대화는 매번 공부 안하냐는 잔소리와 꾸중이었는데 저와 아버지 둘다 존리대표 덕에 기업과 경제흐름에대해 관심을 갖게되었고 서로 의견을 나누며 궁금증을 해소하고 있습니다. 물론 아직도 공부 안하냐는 잔소리는 여전하시지만요 ^^
3901,전현익(Hyunik),2020.11.07 16:36,"내용에 대한 비판은 다른분들이 많이들 해주셨고 그부분에 대해선 취할 건 취하고 버릴 건 버리면 된다고 봅니다. 다만 내용을 떠나 책의 구성적인 부분에서 
 좋은 책인가에 대한 생각은 의구심이 듭니다. 유사함을 넘어 동일한 내용 반복이 되는 챕터가 있는가 하면 주식 투자에 대한 방법론을 제외하고선 같은 뉘양스로 반복되는 구성이 많습니다. 굳이 장수를 늘려야 했을까 생각이 듭니다."
3902,허민정,2020.11.06 13:11,"요즘 주식 공부중이라 읽었는데 
주식이최고다, 주식만이살길이다, 장기간투자해서 노년준비 해야한다, 주로 이런 내용이었건거 같아요
어떤 기업에 투자를 해야할지 안목을 기르는 방법이나 주식의 팁같은 내용은 얻기 어려웠던거 같아요. 그래서 아쉬워요. "
3903,STONE9,2020.10.30 07:33,예수천국 불신지옥류의 너무 한쪽으로만 치중된 현실성이 많이 결여된내용..본인의 주장에 의구심을 가진 사람들은 전부 금융문맹취급을하면서 한국의 금융문맹률의 정확한 통계도없이 본인이 만난 열명중 아홉명이 금융지식이 없었기때문에 한국의 금융문맹률이 90프로일거라는식으로 넘겨짚는가하면 대기업이 대기업인 이유는 주식이라면서 대자본의 기업을 예로들며 개인의주식투자를 비교하는것도 이상하고 아무튼 경제 금융 좀 관심있는사람들은 갸우뚱할 내용이 너무많음..그냥 세상모든문제의 해결은 주식투자뿐이라는 맹목적적인 종교설파같 은 내용의책..맞는말들도 많지만 경제나 금융쪽에 자신의 주관이 없을 완전 초보들에겐 굉장히 선동적인 위험한책..대부분의 경제 금융책에선 오히려 무조건적인 투자를 경계하는데 그런모두를 마치 금융문맹 경제무지랭이처럼 말하며 본인의 생각과 주장만이 절대적인것처럼 말하는 본인과 그쪽관련회사를 엄청 홍보하는 내용의책..궁금해서 끝까지 다 들어봤지만..글쎄..
3904,전찬진,2020.10.29 07:55,"저는 이 책을 포함해서 윌라 경제분야에 있는 상위 베스트 셀러 책들을 들었고 동학개미가 됐죠... 거두절미하고 이 책을 읽으셨거나 읽을 예정이시라면 '초예측 부의 미래' 또한 들어보시길 바랍니다. 균형있는 판단에 도움을 줄것입니다. 
"
3905,양순언,2020.10.25 07:19,돈에 대한 생각....  바뀌여야 한다는 생각 동감 합니다.
3906,*^^*,2020.10.23 11:07,교과서적인 내용
3907,So bin,2020.10.22 09:42,금융문맹에서 벗어나렵니다
3908,박현정,2020.10.21 14:40,출간년도재발행년도도 함께 남겨주시면 도움이 많이 되겠습니다.
3909,권재옥,2020.10.19 02:29,짜투리 시간를 활용해 책을 접할수  있어서 좋아요.
3910,♡김수현.솔루니논술쌤♡,2020.10.15 23:32,좋아요 
3911,.,2020.10.13 08:46,좋습니다
3912,손재민,2020.10.12 15:27,많은 도움이 되었습니다.
3913,YEONG,2020.10.10 02:52,많이 배웠습니다.
3914,97258,2020.10.09 17:19,경제독립동참합니다. 화이팅
3915,이슬비,2020.10.04 10:14,좋은 내용입니다. 
3916,고재훈,2020.10.03 01:37,무지한 나를 성공으로 이끌 책이다
3917,강수현✨,2020.09.26 17:02,"지금이라도 이책을 알게 되어 참으로 다행입니다. 지금부터 실천한다면 내 노후는 어떻게 달라질지 궁금해지네요~
"
3918,김헌욱,2020.09.24 21:39,무지했던 내가 부끄럽다.
3919,한결,2020.09.23 10:58,좋음
3920,배은미,2020.09.23 08:40,"글쎄 잘 모르겠지만 그래도,,,"
3921,김명환,2020.09.22 12:48,"지난 10년간 한 국 주식시장
좋은 기업 골라 내기가 쉬울까?
좋은 기업이면 등락이 없을까?
사는 시점과 파는 시점은?
적금처럼 사면 무조건 오를까?
기업의 가치에 대한 영향은?
너무 환상만 심어주는 것 같다.. 그러다 물린다."
3922,김지혜,2020.09.20 17:00,"3번 듣고 종이도서도 구매했습니다.동생들과 딸아이에게도 보여주려고요..개인연금IRP는 있었는데 전부 예금으로만 투자하고 있다가 주식형펀드로 바꿨습니다.딸아이 증권계좌도 개설했고요. 더 일찍 알았다면 이제 갓 취업한 울딸에게 도움을 줄 수 있었을텐데..미안한 맘이 드네요.주식도 조금씩 거래해보긴 했는데 자꾸 사고팔고 했었어요.근데 이제는 공부하며 모아가고 있습니다. 어제보단 오늘이,오늘보단 내일이 부자가 되도록 노력하고 있습니다."
3923,박세미,2020.09.17 18:37,"저희부부 늘 고민만하다가 존리대표님 책 도입부 좀 읽다 아차 싶었구요. 당장 사교육비 다이어트 시작했어요. 완전 모든걸 다 없애진 못했구요. 꼭 필요한것만 남기고 나머지는 저랑함께 공부하기로 했어요. 부자가 될수없는 라이프스타일로 살고있는게 딱 저희라는걸 알았어요 ㅠ 부자처럼 흉내내고 살고있더라구요 . . 그래도 놓을수 없는게 사실 여행이에요 . . 가족모두 그게 삶의목표와도 같아서. . ㅠ그래서 그것만 남기되, 남발하지않도록하고, 모든 라이프스타일을 바꾸기로 했어요. 그리고 담날, 오늘이죠. 당장 삼성전자와, 에코?어쩌고, 주식을 2ㅡ3주씩 샀어요. 펀드도 계약하구요. 젊어서 거지처럼 아껴살고 투자해서 노년에 부자로 한번 살아보려구요 ㅎㅎ 완독했어요. 몇번 더 읽을 계획입니다. "
3924,홍성진,2020.09.14 03:26,좀더 젊었을 적에 이 책을 봤었더라면 좋았을텐데 
3925,이정용,2020.09.09 19:53,다 알지만 이행하기 어렵죠 애들 사교육비 없애고 어느 부모가 투자를 선택하나요?
3926,김지원,2020.09.08 12:01,유튜브를 통해 존리님의 투자 철학을 익히 알고알고 있었지만 좀더 구체적이고 체계적인 투자의 길잡이가 되는 책이라 이십대에 이책을 만났더라면 얼마나 좋았을까 하는 생각을 들었다 이미 사교육비로 거금을 들여 아이들을 키운 뒤라 더욱 글이 와 닿았나보다 그래서 아이들에게 꼭 들어보라고 추천했다
3927,박석현,2020.08.31 11:33,주식에대한 새로운 관점을 주어서 괜찮긴하지만 주식에만 너무 몰두하라는듯한 내용이 너무 강조되고 자주 나오네요.
3928,정은경(하은맘)-서룡초,2020.08.28 00:47,정말 주식에 대한 다른 관점을 부여해줬어요. 지금이라도 알게 되어 다행이라 생각합니다.
3929,민경준(상필),2020.08.27 18:35,뭔가 주식이 만능이라는것 같은데 왜.내 주위에서 주식하는 사람들의 최대목표가 본전인지 알다가도 모르겠다 ㅋ 너무 단편적인 시각인것 같네요 어설픈 성공이 사람을 얼마나 위험하게 만드는지 많이 봐와서 놀랍지도 않네요 그냥 부자아빠 가난한아빠의 주식버전인듯 
